,name,adress,rooms,size,level,repair,wall,price
1930,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар-7",2,50 м²,4/4,Евроремонт,Панельный,59 500 у.е.
1931,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар-2",2,50 м²,2/4,Евроремонт,Панельный,67 000 у.е.
1932,Офис на продажу,"город Ташкент, Мирабадский район, Тараса Шевченко",90 м²,,,,,190 000 у.е.
1933,1-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар-5",1,30 м²,3/4,Евроремонт,Кирпичный,45 000 у.е.
1934,3-комнатная квартира на продажу,"город Ташкент, Чиланзарский район",3,74 м²,2/5,Евроремонт,Кирпичный,97 500 у.е.
1935,2-комнатная квартира на продажу,"город Ташкент, Учтепинский район, Чиланзар-11",2,50 м²,2/5,Евроремонт,Панельный,58 800 у.е.
1936,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар-2",2,50 м²,2/4,Евроремонт,Панельный,67 000 у.е.
1937,1-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар-2",1,30 м²,4/4,Черновая отделка,Панельный,39 000 у.е.
1938,1-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар-2",1,30 м²,4/4,Черновая отделка,Панельный,39 500 у.е.
1939,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар-7",2,48 м²,2/4,Евроремонт,Панельный,63 000 у.е.
1940,2-комнатная квартира в аренду,"город Ташкент, Мирабадский район, Айбека",2,75 м²,3/5,Евроремонт,Кирпичный,2 000 у.е./мес.
1941,3-комнатная квартира в аренду,"город Ташкент, Мирзо-Улугбекский район, Аккурган",3,70 м²,6/9,Евроремонт,Панельный,1 000 у.е./мес.
1942,3-комнатная квартира в аренду,"город Ташкент, Мирабадский район",3,150 м²,1/8,Евроремонт,Кирпичный,2 500 у.е./мес.
1943,3-комнатная квартира в аренду,"город Ташкент, Юнусабадский район",3,100 м²,5/8,Евроремонт,Кирпичный,2 300 у.е./мес.
1944,2-комнатная квартира в аренду,"город Ташкент, Яшнободский район",2,60 м²,6/9,Парковочное место,Холодильник,600 у.е./мес.
1945,1-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Юнусабад-2",1,28 м²,3/4,Евроремонт,,32 200 у.е.
1946,2-комнатная квартира на продажу,"город Ташкент, Мирзо-Улугбекский район",2,46 м²,2/4,Средний,Панельный,52 000 у.е.
1947,2-комнатная квартира на продажу,"город Ташкент, Мирзо-Улугбекский район",2,46 м²,2/4,Средний,Панельный,52 000 у.е.
1948,2-комнатная квартира в аренду,"город Ташкент, Яшнободский район",2,50 м²,8/9,Евроремонт,Кирпичный,700 у.е./мес.
1949,4-комнатная квартира в аренду,"город Ташкент, Юнусабадский район",4,92 м²,9/9,Евроремонт,Монолитный,950 у.е./мес.
1950,2-комнатная квартира в аренду,"город Ташкент, Юнусабадский район",2,60 м²,3/9,Евроремонт,Кирпичный,1 800 у.е./мес.
1951,2-комнатная квартира в аренду,"город Ташкент, Яккасарайский район, Шота Руставели",2,65 м²,4/6,Евроремонт,Кирпичный,2 000 у.е./мес.
1952,3-комнатная квартира в аренду,"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак Йули",3,75 м²,2/8,Евроремонт,Кирпичный,2 000 у.е./мес.
1953,3-комнатная квартира в аренду,"город Ташкент, Шайхантахурский район, Лабзак",3,70 м²,3/4,Черновая отделка,Телефонная линия,950 у.е./мес.
1954,3-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Юнусабад-4",3,74 м²,1/4,Средний,,70 000 у.е.
1955,2-комнатная квартира на продажу,"город Ташкент, Мирзо-Улугбекский район",2,40 м²,2/4,Средний,Кирпичный,49 000 у.е.
1956,2-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Юнусабад-4",2,57 м²,1/4,Средний,Кирпичный,56 500 у.е.
1957,3-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Юнусабад-9",3,87 м²,2/9,Евроремонт,Лифт,75 000 у.е.
1958,1-комнатная квартира в аренду,"город Ташкент, Юнусабадский район",1,36 м²,13/13,Евроремонт,Кирпичный,500 у.е./мес.
1959,1-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Юнусабад-19",1,35 м²,5/11,Евроремонт,Лифт,47 000 у.е.
1960,3-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Юнусабад-2",3,68 м²,3/4,Черновая отделка,,61 500 у.е.
1961,6+ комнатная квартира на продажу,"город Ташкент, Олмазорский район",6+,300 м²,2/2,Кирпичный,Водоснабжение,104 999 у.е.
1962,3-комнатная квартира в аренду,"город Ташкент, Мирзо-Улугбекский район",3,80 м²,5/5,Евроремонт,Панельный,800 у.е./мес.
1963,3-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Юнусабад-8",3,70 м²,1/4,Евроремонт,Кирпичный,80 000 у.е.
1964,Жилой земельный участок на продажу,"Ташкентская область, Янгиюльский район",6+,6 сот.,6 м²,Средний,Кирпичный,60 000 у.е.
1965,3-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Юнусабад-9",3,78 м²,1/5,Евроремонт,,78 500 у.е.
1966,3-комнатная квартира на продажу,"город Ташкент, Юнусабадский район",3,74 м²,3/4,Черновая отделка,Кирпичный,75 000 у.е.
1967,3-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Юнусабад-13",3,72 м²,4/4,Черновая отделка,,61 500 у.е.
1968,1-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Богишамол",1,19 м²,2/4,Средний,Кирпичный,21 500 у.е.
1969,4-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Юнусабад-17",4,92 м²,4/9,Средний,,73 000 у.е.
1970,1-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Юнусабад-19",1,35 м²,8/11,Евроремонт,Мебель,46 000 у.е.
1971,2-комнатная квартира в аренду,"город Ташкент, Яккасарайский район, Юнус Ражабий",2,55 м²,2/9,Евроремонт,,1 200 у.е./мес.
1972,2-комнатная квартира в аренду,"город Ташкент, Шайхантахурский район, Международный деловой центр Tashkent City",2,46 м²,4/7,Евроремонт,Кирпичный,1 200 у.е./мес.
1973,1-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Юнусабад-2",1,42 м²,6/9,Средний,Панельный,42 500 у.е.
1974,3-комнатная квартира в аренду,"город Ташкент, Мирабадский район, Госпитальный",3,75 м²,2/10,Евроремонт,Кирпичный,1 500 у.е./мес.
1975,2-комнатная квартира в аренду,"город Ташкент, Олмазорский район, Янги Олмазор",2,66 м²,6/9,Евроремонт,Монолитный,700 у.е./мес.
1976,2-комнатная квартира в аренду,"город Ташкент, Яшнободский район, Махтумкули",2,74 м²,9/9,Кондиционер,Телевизор,900 у.е./мес.
1977,6+ комнатная квартира в аренду,"город Ташкент, Яккасарайский район",6+,145 м²,1/8,Евроремонт,Кирпичный,2 500 у.е./мес.
1978,6+ комнатный частный дом на продажу,"Ташкентская область, Чирчик, Чирчик",6+,8 сот.,300 м²,Евроремонт,Кирпичный,110 000 у.е.
1979,3-комнатная квартира в аренду,"город Ташкент, Мирабадский район, Шахрисабз",3,185 м²,7/10,Евроремонт,Кирпичный,4 500 у.е./мес.
1980,2-комнатная квартира в аренду,"город Ташкент, Яшнободский район",2,63 м²,7/9,Панельный,Лифт,800 у.е./мес.
1981,3-комнатная квартира в аренду,"город Ташкент, Шайхантахурский район",3,105 м²,2/8,Евроремонт,Кирпичный,3 600 у.е./мес.
1982,3-комнатная квартира в аренду,"город Ташкент, Мирабадский район, Нукус",3,180 м²,4/9,Евроремонт,Панельный,2 000 у.е./мес.
1983,3-комнатная квартира в аренду,"город Ташкент, Мирзо-Улугбекский район, Феруза-1",3,52 м²,1/4,Черновая отделка,Панельный,600 у.е./мес.
1984,4-комнатная квартира в аренду,"город Ташкент, Юнусабадский район, Юнусабад 5-й квартал",4,100 м²,5/7,Евроремонт,Кирпичный,1 400 у.е./мес.
1985,3-комнатная квартира в аренду,"город Ташкент, Юнусабадский район, Юнусабад 15-й квартал",3,70 м²,4/4,Парковочное место,Холодильник,600 у.е./мес.
1986,1-комнатная квартира на продажу,"город Ташкент, Юнусабадский район",1,35 м²,8/11,Евроремонт,,46 500 у.е.
1987,4-комнатная квартира в аренду,"город Ташкент, Юнусабадский район",4,110 м²,8/10,Евроремонт,Кирпичный,1 200 у.е./мес.
1988,1-комнатная квартира на продажу,"город Ташкент, Мирзо-Улугбекский район",1,28 м²,1/4,Средний,Кирпичный,33 000 у.е.
1989,2-комнатная квартира в аренду,"город Ташкент, Мирзо-Улугбекский район, Ирригатор",2,65 м²,6/8,Евроремонт,Кирпичный,1 200 у.е./мес.
1990,2-комнатная квартира в аренду,"город Ташкент, Яккасарайский район",2,70 м²,6/9,Евроремонт,Кирпичный,1 000 у.е./мес.
1991,3-комнатная квартира на продажу,"город Ташкент, Яккасарайский район, Шота Руставели",3,64 м²,2/5,Черновая отделка,Кирпичный,85 000 у.е.
1992,2-комнатная квартира в аренду,"город Ташкент, Юнусабадский район",2,54 м²,3/4,Черновая отделка,Кирпичный,400 у.е./мес.
1993,2-комнатная квартира в аренду,"город Ташкент, Мирзо-Улугбекский район",2,65 м²,6/8,Евроремонт,,1 200 у.е./мес.
1994,1-комнатная квартира в аренду,"город Ташкент, Чиланзарский район",1,30 м²,4/4,Евроремонт,Кирпичный,350 у.е./мес.
1995,2-комнатная квартира в аренду,"город Ташкент, Яккасарайский район, Шота Руставели",2,70 м²,6/8,Евроремонт,Кирпичный,1 400 у.е./мес.
1996,3-комнатная квартира в аренду,"город Ташкент, Яккасарайский район",3,100 м²,9/9,Евроремонт,Кирпичный,1 200 у.е./мес.
1997,6+ комнатная квартира на продажу,"город Ташкент, Яшнободский район, Дустобод",6+,120 м²,1/1,Требует ремонта,Другое,150 000 у.е.
1998,2-комнатная квартира в аренду,"город Ташкент, Яккасарайский район, Шота Руставели",2,45 м²,6/7,Евроремонт,Кирпичный,1 000 у.е./мес.
1999,2-комнатная квартира в аренду,"город Ташкент, Яккасарайский район, Башлык",2,40 м²,4/5,Средний,Панельный,450 у.е./мес.
2000,Офис в аренду,"город Ташкент, Юнусабадский район",155 м²,1/7,Евроремонт,Лифт,Телефонная линия,4 030 у.е./мес.
2001,2-комнатная квартира на продажу,"город Ташкент, Яшнободский район",2,44 м²,1/9,Требует ремонта,Кирпичный,47 999 у.е.
2002,3-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Заркургон",3,65 м²,3/4,Евроремонт,Панельный,85 000 у.е.
2003,2-комнатная квартира в аренду,"город Ташкент, Юнусабадский район, ц-5 Киёт",2,60 м²,2/4,Евроремонт,Телефонная линия,1 000 у.е./мес.
2004,1-комнатная квартира на продажу,"город Ташкент, Яшнободский район",1,32 м²,3/4,Средний,Кирпичный,29 500 у.е.
2005,2-комнатная квартира на продажу,"город Ташкент, Мирзо-Улугбекский район",2,46 м²,3/4,Средний,Кирпичный,50 000 у.е.
2006,3-комнатная квартира в аренду,"город Ташкент, Мирабадский район, Госпитальный",3,140 м²,1/9,Лифт,Телефонная линия,1 500 у.е./мес.
2007,2-комнатная квартира в аренду,"город Ташкент, Мирзо-Улугбекский район",2,60 м²,6/8,Евроремонт,Парковочное место,1 200 у.е./мес.
2008,3-комнатная квартира в аренду,"город Ташкент, Шайхантахурский район, Джангох",3,105 м²,4/8,Евроремонт,Кирпичный,1 400 у.е./мес.
2009,3-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Юнусабад 14-й квартал",3,71 м²,8/9,Черновая отделка,,62 000 у.е.
2010,3-комнатная квартира в аренду,"город Ташкент, Мирабадский район, Тараса Шевченко",3,91 м²,7/9,Евроремонт,Кирпичный,2 000 у.е./мес.
2011,2-комнатная квартира в аренду,"город Ташкент, Юнусабадский район",2,60 м²,7/9,Лифт,Парковочное место,600 у.е./мес.
2012,3-комнатная квартира в аренду,"город Ташкент, Шайхантахурский район",3,105 м²,5/7,Евроремонт,Кирпичный,1 400 у.е./мес.
2013,2-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Юнусабад 14-й квартал",2,60 м²,9/9,Черновая отделка,,47 500 у.е.
2014,2-комнатная квартира в аренду,"город Ташкент, Яшнободский район, Мавлоно Риёзи",2,65 м²,5/8,Евроремонт,Кирпичный,900 у.е./мес.
2015,2-комнатная квартира в аренду,"город Ташкент, Яккасарайский район, Абдуллы Каххара",2,62 м²,6/6,Евроремонт,Кирпичный,800 у.е./мес.
2016,3-комнатная квартира в аренду,"город Ташкент, Мирзо-Улугбекский район",3,80 м²,9/9,Евроремонт,Панельный,900 у.е./мес.
2017,3-комнатная квартира в аренду,"город Ташкент, Мирзо-Улугбекский район, ц-2 Олой",3,85 м²,2/4,Евроремонт,Кирпичный,1 400 у.е./мес.
2018,4-комнатная квартира на продажу,"город Ташкент, Юнусабадский район",4,92 м²,4/5,Черновая отделка,,73 500 у.е.
2019,3-комнатная квартира в аренду,"город Ташкент, Юнусабадский район",3,85 м²,2/4,Евроремонт,Кирпичный,1 300 у.е./мес.
2020,4-комнатная квартира в аренду,"город Ташкент, Мирзо-Улугбекский район",4,110 м²,3/9,Евроремонт,Панельный,800 у.е./мес.
2021,3-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Юнусабад 18-й квартал",3,71 м²,4/5,Евроремонт,Кирпичный,87 000 у.е.
2022,3-комнатная квартира на продажу,"город Ташкент, Юнусабадский район",3,72 м²,3/5,Черновая отделка,Панельный,74 000 у.е.
2023,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар-19",2,50 м²,1/4,Евроремонт,Панельный,56 000 у.е.
2024,1-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Юнусабад 15-й квартал",1,30 м²,1/4,Требует ремонта,Кирпичный,40 000 у.е.
2025,3-комнатная квартира в аренду,"город Ташкент, Яккасарайский район, Башлык",3,80 м²,4/9,Евроремонт,Панельный,1 000 у.е./мес.
2026,1-комнатная квартира на продажу,"город Ташкент, Учтепинский район, Чиланзар-14",1,38 м²,4/4,Черновая отделка,Панельный,40 000 у.е.
2027,2-комнатная квартира в аренду,"город Ташкент, Мирабадский район, Кичик Бешагач",2,50 м²,9/10,Евроремонт,Кирпичный,1 000 у.е./мес.
2028,2-комнатная квартира на продажу,"город Ташкент, Мирабадский район, Айбек",2,60 м²,4/9,Средний,Панельный,85 000 у.е.
2029,2-комнатная квартира на продажу,"город Ташкент, Мирзо-Улугбекский район",2,60 м²,5/5,Черновая отделка,Другое,60 000 у.е.
2030,3-комнатная квартира на продажу,"город Ташкент, Мирзо-Улугбекский район",3,95 м²,5/5,Черновая отделка,Другое,73 000 у.е.
2031,3-комнатная квартира на продажу,"город Ташкент, Мирзо-Улугбекский район",3,95 м²,2/5,Требует ремонта,Другое,80 000 у.е.
2032,1-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар-2",1,30 м²,3/4,Евроремонт,Панельный,41 500 у.е.
2033,3-комнатная квартира на продажу,"город Ташкент, Мирзо-Улугбекский район, Дархон",3,67.04 м²,4/4,Черновая отделка,Кирпичный,88 000 у.е.
2034,3-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар-3",3,70 м²,3/4,Черновая отделка,Панельный,76 500 у.е.
2035,3-комнатная квартира на продажу,"город Ташкент, Мирзо-Улугбекский район, Дархон",3,75 м²,9/9,Черновая отделка,Панельный,85 000 у.е.
2036,2-комнатная квартира на продажу,"город Ташкент, Мирзо-Улугбекский район, Феруза-2",2,46 м²,2/7,Средний,Кирпичный,56 500 у.е.
2037,1-комнатная квартира в аренду,"город Ташкент, Чиланзарский район, Чиланзар-1",1,30 м²,1/4,Черновая отделка,Кирпичный,300 у.е./мес.
2038,3-комнатная квартира на продажу,"город Ташкент, Мирзо-Улугбекский район, Феруза-2",3,70 м²,2/5,Черновая отделка,Кирпичный,71 000 у.е.
2039,2-комнатная квартира на продажу,"город Ташкент, Яшнободский район",2,67 м²,9/9,Средний,Панельный,56 000 у.е.
2040,4-комнатная квартира в аренду,"город Ташкент, Шайхантахурский район, Лабзак",4,80 м²,4/4,Евроремонт,Кирпичный,700 у.е./мес.
2041,Здание на продажу,"Ташкентская область, Кибрайский район, городской посёлок Салар",3 000 м²,,,,,1 300 000 у.е.
2042,2-комнатная квартира на продажу,"город Ташкент, Мирзо-Улугбекский район",2,60 м²,1/4,Черновая отделка,Кирпичный,56 000 у.е.
2043,3-комнатная квартира на продажу,"город Ташкент, Олмазорский район",3,93 м²,1/9,Средний,Панельный,88 000 у.е.
2044,2-комнатная квартира в аренду,"город Ташкент, Учтепинский район, Чиланзар 23-й квартал",2,50 м²,2/5,Кондиционер,Санузел раздельный,450 у.е./мес.
2045,4-комнатная квартира на продажу,"город Ташкент, Олмазорский район, Сагбан",4,112 м²,7/8,Средний,Кирпичный,97 000 у.е.
2046,4-комнатная квартира на продажу,"город Ташкент, Шайхантахурский район, Жарарик",4,100 м²,1/9,Черновая отделка,Панельный,84 000 у.е.
2047,4-комнатная квартира на продажу,"город Ташкент, Шайхантахурский район, Лабзак",4,95 м²,7/9,Средний,Панельный,95 000 у.е.
2048,3-комнатная квартира на продажу,"город Ташкент, Учтепинский район, Чиланзар 24-й квартал",3,77 м²,5/5,Средний,Кирпичный,69 000 у.е.
2049,3-комнатная квартира в аренду,"город Ташкент, Яшнободский район",3,70 м²,7/9,Лифт,Парковочное место,550 у.е./мес.
2050,4-комнатная квартира на продажу,"город Ташкент, Учтепинский район, Чиланзар 31-й квартал",4,96 м²,4/9,Требует ремонта,Панельный,78 000 у.е.
2051,3-комнатная квартира на продажу,"город Ташкент, Чиланзарский район",3,72 м²,3/9,Черновая отделка,Панельный,66 000 у.е.
2052,3-комнатная квартира на продажу,"город Ташкент, Чиланзарский район",3,68 м²,4/4,Черновая отделка,Кирпичный,65 000 у.е.
2053,1-комнатная квартира в аренду,"город Ташкент, Яшнободский район, Махтумкули",1,40 м²,2/9,Парковочное место,Холодильник,550 у.е./мес.
2054,Не жилой земельный участок на продажу,"город Ташкент, Яккасарайский район, Шота Руставели",18 сот.,,,,,500 000 у.е.
2055,3-комнатная квартира в аренду,"город Ташкент, Шайхантахурский район",3,93.9 м²,1/8,Евроремонт,Кирпичный,2 300 у.е./мес.
2056,3-комнатная квартира в аренду,"город Ташкент, Мирабадский район, Мирабад",3,129.22 м²,3/4,Евроремонт,Кирпичный,1 300 у.е./мес.
2057,2-комнатная квартира на продажу,"город Ташкент, Яккасарайский район, Бабура",2,63 м²,4/9,Средний,Кирпичный,125 000 у.е.
2058,4-комнатная квартира в аренду,"город Ташкент, Яккасарайский район, Абдуллы Каххара",4,163.44 м²,3/6,Евроремонт,Кирпичный,2 100 у.е./мес.
2059,4-комнатная квартира в аренду,"город Ташкент, Мирабадский район, Фидокор",4,220 м²,2/7,Евроремонт,Кирпичный,2 500 у.е./мес.
2060,3-комнатная квартира на продажу,"город Ташкент, Яккасарайский район, Кичик Бешагач",3,103 м²,7/9,Средний,Кирпичный,150 000 у.е.
2061,3-комнатная квартира в аренду,"город Ташкент, Шайхантахурский район",3,106 м²,6/8,Евроремонт,Кирпичный,1 500 у.е./мес.
2062,4-комнатная квартира в аренду,"город Ташкент, Мирабадский район, Саида Барака",4,160 м²,6/7,Евроремонт,Кирпичный,1 600 у.е./мес.
2063,3-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Янгишахар",3,72 м²,4/4,Черновая отделка,Кирпичный,75 000 у.е.
2064,3-комнатная квартира в аренду,"город Ташкент, Мирзо-Улугбекский район, жилой комплекс Goldhill",3,100 м²,5/8,Евроремонт,Кирпичный,800 у.е./мес.
2065,1-комнатная квартира на продажу,"город Ташкент, Мирзо-Улугбекский район, Темура Малика",1,33 м²,2/4,Евроремонт,Кондиционер,50 000 у.е.
2066,Офис в аренду,"город Ташкент, Яккасарайский район",2,73 м²,1/9,Парковочное место,Телефонная линия,750 у.е./мес.
2067,2-комнатная квартира в аренду,"город Ташкент, Шайхантахурский район",2,73 м²,2/8,Евроремонт,Кирпичный,1 500 у.е./мес.
2068,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, махалля Катортол-1, 3-й проезд Катартал",2,81 м²,7/9,Евроремонт,Кирпичный,97 000 у.е.
2069,6+ комнатный частный дом в аренду,"город Ташкент, Яккасарайский район",6+,3.3 сот.,300 м²,Евроремонт,Кирпичный,4 000 у.е./мес.
2070,3-комнатная квартира в аренду,"город Ташкент, Яккасарайский район, Сократа",3,121 м²,3/5,Евроремонт,Кирпичный,1 000 у.е./мес.
2071,3-комнатная квартира в аренду,"город Ташкент, Шайхантахурский район, жилой комплекс Boulevard Международный деловой центр Tashkent City",3,95 м²,4/7,Евроремонт,Кирпичный,2 300 у.е./мес.
2072,3-комнатная квартира в аренду,"город Ташкент, Юнусабадский район, Абдуллы Кадыри",3,110 м²,4/7,Евроремонт,Кирпичный,1 100 у.е./мес.
2073,3-комнатная квартира в аренду,"город Ташкент, Шайхантахурский район, жилой комплекс Boulevard Международный деловой центр Tashkent City",3,99 м²,4/7,Евроремонт,Кирпичный,1 800 у.е./мес.
2074,1-комнатная квартира в аренду,"город Ташкент, Мирзо-Улугбекский район, Аккурган",1,32 м²,1/4,Черновая отделка,Кирпичный,450 у.е./мес.
2075,3-комнатная квартира в аренду,"город Ташкент, Мирзо-Улугбекский район",3,90 м²,7/9,Евроремонт,Кирпичный,1 100 у.е./мес.
2076,1-комнатная квартира в аренду,"город Ташкент, Юнусабадский район, 14-й квартал",1,42 м²,5/5,Евроремонт,Панельный,400 у.е./мес.
2077,3-комнатная квартира в аренду,"город Ташкент, Шайхантахурский район",3,99 м²,3/9,Евроремонт,Кирпичный,2 200 у.е./мес.
2078,3-комнатная квартира в аренду,"город Ташкент, Мирабадский район, Якуба Коласа",3,90 м²,4/6,Евроремонт,Кирпичный,1 300 у.е./мес.
2079,3-комнатная квартира в аренду,"город Ташкент, Шайхантахурский район, жилой комплекс Boulevard Международный деловой центр Tashkent City",3,91 м²,4/6,Евроремонт,Кирпичный,1 800 у.е./мес.
2080,2-комнатная квартира в аренду,"город Ташкент, Шайхантахурский район, жилой комплекс Boulevard Международный деловой центр Tashkent City",2,73 м²,3/7,Евроремонт,Кирпичный,1 300 у.е./мес.
2081,2-комнатная квартира в аренду,"город Ташкент, Яккасарайский район, Шота Руставели",2,67 м²,4/8,Средний,Кирпичный,480 у.е./мес.
2082,Не жилой земельный участок на продажу,"город Ташкент, Мирабадский район",3.1 сот.,Телефонная линия,Водоснабжение,Канализация,Газоснабжение,182 000 у.е.
2083,Жилой земельный участок на продажу,"город Ташкент, Юнусабадский район",6 сот.,Телефонная линия,Интернет,Спутниковое/кабельное ТВ,Водоснабжение,90 000 у.е.
2084,6+ комнатная квартира на продажу,"город Ташкент, Яшнободский район",6+,200 м²,1/5,Требует ремонта,Кирпичный,255 000 у.е.
2085,Производство на продажу,"Ташкентская область, Кибрайский район",40 000 м²,1/3,Средний,Кирпичный,,1 280 000 у.е.
2086,Жилой земельный участок на продажу,"Ташкентская область, Чирчик",6 сот.,Телефонная линия,,,,61 000 у.е.
2087,Не жилой земельный участок на продажу,"город Ташкент, Мирзо-Улугбекский район, Дурмон йули",3.6 сот.,Водоснабжение,Канализация,Газоснабжение,Парковочное место,100 000 у.е.
2088,2-комнатная квартира на продажу,"город Ташкент, Учтепинский район, Чиланзар-11",2,60 м²,6/9,Черновая отделка,Панельный,55 700 у.е.
2089,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар-17",2,52 м²,1/4,Черновая отделка,Панельный,56 499 у.е.
2090,Бизнес на продажу,"город Ташкент, Яккасарайский район",1 сот.,93 м²,Требует ремонта,Кирпичный,,279 000 у.е.
2091,6+ комнатный частный дом на продажу,"город Ташкент, Яшнободский район",6+,5.1 сот.,200 м²,,,140 000 у.е.
2092,6+ комнатный частный дом на продажу,"город Ташкент, Олмазорский район",6+,6 сот.,600 м²,Средний,Кирпичный,320 000 у.е.
2093,2-комнатная квартира в аренду,"город Ташкент, Мирзо-Улугбекский район, Феруза-1",2,50 м²,2/4,Средний,Кирпичный,300 у.е./мес.
2094,2-комнатная квартира в аренду,"город Ташкент, Мирзо-Улугбекский район",2,60 м²,2/5,Евроремонт,Кирпичный,500 у.е./мес.
2095,3-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Юнусабад 11-й квартал",3,86.83 м²,4/9,Черновая отделка,Монолитный,86 830 у.е.
2096,2-комнатная квартира в аренду,"город Ташкент, Мирзо-Улугбекский район",2,60 м²,2/5,Черновая отделка,Другое,500 у.е./мес.
2097,1-комнатная квартира на продажу,"город Ташкент, Мирабадский район",1,30 м²,4/4,Средний,Кирпичный,30 000 у.е.
2098,3-комнатная квартира на продажу,"Ташкентская область, Нурафшон",3,70 м²,4/4,Черновая отделка,Кирпичный,30 000 у.е.
2099,2-комнатная квартира в аренду,"город Ташкент, Юнусабадский район",2,60 м²,3/4,Евроремонт,Кирпичный,700 у.е./мес.
2100,3-комнатная квартира в аренду,"город Ташкент, Юнусабадский район, Киёт",3,75 м²,6/9,Евроремонт,Другое,1 000 у.е./мес.
2101,6+ комнатный частный дом на продажу,"Ташкентская область, Кибрайский район, населённый пункт Гулистан",6+,4 сот.,320 м²,Евроремонт,Кирпичный,210 000 у.е.
2102,3-комнатная квартира в аренду,"город Ташкент, Мирзо-Улугбекский район, махалля Буюк Ипак Йули, улица Мирзо Улугбека",3,70 м²,2/4,Средний,Кирпичный,500 у.е./мес.
2103,3-комнатная квартира в аренду,"город Ташкент, Мирзо-Улугбекский район, Дархан",3,80 м²,3/4,Кирпичный,Парковочное место,1 300 у.е./мес.
2104,6+ комнатный частный дом на продажу,"город Ташкент, Юнусабадский район",6+,3 сот.,300 м²,Телефонная линия,Кондиционер,130 000 у.е.
2105,4-комнатный частный дом на продажу,"Сурхандарьинская область, Термезский район, Термез",4,11 сот.,100 м²,Черновая отделка,Кирпичный,50 000 у.е.
2106,1-комнатная квартира в аренду,"город Ташкент, Яккасарайский район",1,35 м²,3/4,Евроремонт,Кондиционер,450 у.е./мес.
2107,4-комнатная квартира в аренду,"город Ташкент, Юнусабадский район, Юнусабад 4-й квартал",4,80 м²,2/4,Евроремонт,Кирпичный,1 000 у.е./мес.
2108,2-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Юнусабад-14",2,60 м²,9/9,Средний,Лифт,47 500 у.е.
2109,3-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Юнусабад-9",3,78 м²,1/5,Черновая отделка,,78 500 у.е.
2110,3-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар-17",3,68 м²,1/4,Черновая отделка,Панельный,67 700 у.е.
2111,3-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар-7",3,68 м²,3/4,Черновая отделка,Панельный,76 700 у.е.
2112,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар-19",2,50 м²,2/4,Черновая отделка,Панельный,55 500 у.е.
2113,3-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар-10",3,68 м²,3/4,Черновая отделка,Панельный,92 000 у.е.
2114,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар-10",2,50 м²,1/4,Черновая отделка,Панельный,69 500 у.е.
2115,3-комнатная квартира на продажу,"город Ташкент, Учтепинский район, Чиланзар-24",3,65 м²,4/5,Черновая отделка,Панельный,63 300 у.е.
2116,1-комнатная квартира на продажу,"город Ташкент, Чиланзарский район",1,42 м²,1/4,Черновая отделка,Кирпичный,42 600 у.е.
