,name,adress,rooms,size,level,repair,wall,price
40,3-комнатная квартира в аренду,"город Ташкент, Чиланзарский район, Актепа",3,65 м²,1/4,Черновая отделка,Кирпичный,550 у.е./мес.
41,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район",2,48 м²,1/4,Евроремонт,Панельный,61 500 у.е.
42,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район",2,48 м²,2/4,Евроремонт,Панельный,55 000 у.е.
43,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар-3",2,50 м²,1/4,Черновая отделка,Панельный,56 500 у.е.
44,2-комнатная квартира на продажу,"город Ташкент, Учтепинский район",2,48 м²,2/5,Евроремонт,Монолитный,49 000 у.е.
45,Офис в аренду,"город Ташкент, Яккасарайский район, Кичик Бешагач",6+,270 м²,,,,2 000 у.е./мес.
46,2-комнатная квартира на продажу,"город Ташкент, Янгихаётский район",2,54 м²,1/4,Средний,Кирпичный,26 800 у.е.
47,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район",2,50 м²,4/4,Черновая отделка,Панельный,49 500 у.е.
48,4-комнатная квартира на продажу,"город Ташкент, Яккасарайский район, Глинки",4,113 м²,5/9,Евроремонт,Кирпичный,150 000 у.е.
49,Бизнес на продажу,"город Ташкент, Яккасарайский район, Глинки",3.38 сот.,338 м²,Требует ремонта,,,870 000 у.е.
50,Бизнес на продажу,"город Ташкент, Яккасарайский район, Глинки",2.3 сот.,230 м²,Требует ремонта,,,592 000 у.е.
51,3-комнатная квартира в аренду,"город Ташкент, Янгихаётский район",3,75 м²,1/7,Черновая отделка,Кирпичный,400 у.е./мес.
52,4-комнатная квартира на продажу,"город Ташкент, Шайхантахурский район, Джангох",4,215 м²,5/8,Евроремонт,,310 000 у.е.
53,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район",2,51 м²,1/4,Евроремонт,Панельный,66 700 у.е.
54,4-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Минор",4,105 м²,8/9,Черновая отделка,Панельный,101 000 у.е.
55,2-комнатная квартира на продажу,"город Ташкент, Мирзо-Улугбекский район",2,63 м²,5/5,Требует ремонта,Водоснабжение,48 000 у.е.
56,Бизнес в аренду,"город Ташкент, Шайхантахурский район, Лабзак",30 м²,,,,,200 у.е./мес.
57,3-комнатная квартира в аренду,"город Ташкент, Чиланзарский район",3,68 м²,3/4,Кирпичный,,500 у.е./мес.
58,6+ комнатный частный дом в аренду,"город Ташкент, Мирзо-Улугбекский район, Хирмонтепа",6+,4.4 сот.,300 м²,Евроремонт,Водоснабжение,5 000 у.е./мес.
59,3-комнатная квартира на продажу,"город Ташкент, Мирзо-Улугбекский район, Феруза",3,67 м²,3/4,Черновая отделка,Панельный,67 000 у.е.
60,1-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Киёт",1,43 м²,1/4,Черновая отделка,Кирпичный,66 000 у.е.
61,2-комнатная квартира на продажу,"город Ташкент, Учтепинский район",2,50 м²,3/4,Панельный,,56 500 у.е.
62,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район",2,50 м²,2/4,Черновая отделка,Панельный,54 000 у.е.
63,4-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Кашкар",4,120 м²,1/7,Евроремонт,Кирпичный,103 000 у.е.
64,2-комнатная квартира на продажу,"город Ташкент, Яккасарайский район",2,52 м²,2/9,Черновая отделка,Монолитный,65 000 у.е.
65,Здание в аренду,"город Ташкент, Олмазорский район, Беруни",50 м²,,,,,500 у.е./мес.
66,3-комнатная квартира на продажу,"город Ташкент, Чиланзарский район",3,70 м²,1/4,Черновая отделка,Кирпичный,69 000 у.е.
67,2-комнатная квартира на продажу,"город Ташкент, Учтепинский район, Чиланзар-14",2,52 м²,4/4,Евроремонт,Панельный,54 500 у.е.
68,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар 19-й квартал",2,52 м²,4/4,Черновая отделка,Панельный,50 000 у.е.
69,2-комнатная квартира на продажу,"город Ташкент, Учтепинский район, Чиланзар 23-й квартал",2,45 м²,5/5,Евроремонт,Кирпичный,48 000 у.е.
70,3-комнатная квартира на продажу,"город Ташкент, Юнусабадский район",3,87 м²,6/9,Евроремонт,,90 000 у.е.
71,4-комнатная квартира на продажу,"город Ташкент, Мирзо-Улугбекский район, проспект Мустакиллик",4,100 м²,2/9,Черновая отделка,Панельный,103 000 у.е.
72,2-комнатная квартира в аренду,"город Ташкент, Чиланзарский район, Чиланзар 16-й квартал",2,52 м²,4/4,Евроремонт,Панельный,700 у.е./мес.
73,2-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Юнусабад 18-й квартал",2,65 м²,2/4,Евроремонт,Кирпичный,72 500 у.е.
74,4-комнатная квартира на продажу,"город Ташкент, Яккасарайский район, Афросиаб",4,150 м²,7/7,Евроремонт,Кирпичный,165 000 у.е.
75,2-комнатная квартира в аренду,"город Ташкент, Бектемирский район, Юкори Чирчик",2,48 м²,5/5,Евроремонт,Кирпичный,200 у.е./мес.
76,3-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Киёт",3,75 м²,9/9,Черновая отделка,Панельный,67 000 у.е.
77,2-комнатная квартира на продажу,"город Ташкент, Учтепинский район, Чиланзар-25",2,54 м²,5/5,Черновая отделка,Кирпичный,55 500 у.е.
78,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар 2-й квартал",2,50 м²,2/4,Евроремонт,Панельный,60 500 у.е.
79,3-комнатная квартира на продажу,"город Ташкент, Чиланзарский район",3,70 м²,3/4,Евроремонт,Кирпичный,93 000 у.е.
80,3-комнатная квартира на продажу,"город Ташкент, Яккасарайский район",3,55 м²,1/2,Средний,Кирпичный,71 000 у.е.
81,3-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар 17-й квартал",3,70 м²,2/4,Требует ремонта,Панельный,71 300 у.е.
82,Жилой земельный участок на продажу,"Ташкентская область, Зангиатинский район",1.5 сот.,,,,,25 000 у.е.
83,2-комнатная квартира на продажу,"город Ташкент, Учтепинский район, Чиланзар 23-й квартал",2,46 м²,5/5,Евроремонт,Кирпичный,50 300 у.е.
84,4-комнатная квартира на продажу,"город Ташкент, Яккасарайский район, Афросиаб",4,140 м²,7/7,Черновая отделка,Кирпичный,124 000 у.е.
85,2-комнатная квартира в аренду,"город Ташкент, Мирзо-Улугбекский район, Элобод",2,75 м²,13/25,Евроремонт,,1 400 у.е./мес.
86,2-комнатная квартира на продажу,"город Ташкент, Мирабадский район, Мирабад",2,63 м²,6/9,Евроремонт,Панельный,109 000 у.е.
87,3-комнатная квартира на продажу,"город Ташкент, Яккасарайский район",3,78 м²,4/4,Черновая отделка,Кирпичный,78 000 у.е.
88,4-комнатный частный дом на продажу,"город Ташкент, Мирзо-Улугбекский район",4,6 сот.,168.5 м²,Средний,Кирпичный,210 000 у.е.
89,6+ комнатная квартира на продажу,"город Ташкент, Яккасарайский район, Мукими",6+,125 м²,1/8,Евроремонт,Кирпичный,237 000 у.е.
90,2-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Юнусабад 19-й квартал",2,36 м²,10/11,Черновая отделка,Кирпичный,49 000 у.е.
91,2-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Минор",2,65 м²,8/9,Черновая отделка,Панельный,67 000 у.е.
92,2-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Юнусабад 19-й квартал",2,60 м²,3/8,Средний,Кирпичный,76 500 у.е.
93,2-комнатная квартира в аренду,"город Ташкент, Яшнободский район, Городок Авиастроителей 3-й квартал",2,60 м²,7/9,Евроремонт,,700 у.е./мес.
94,2-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Юнусабад 19-й квартал",2,60 м²,2/5,Черновая отделка,Панельный,69 000 у.е.
95,2-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Юнусабад 8-й квартал",2,51 м²,4/4,Черновая отделка,Панельный,53 000 у.е.
96,3-комнатная квартира в аренду,"город Ташкент, Яккасарайский район, Конституция",3,89 м²,3/8,Евроремонт,,1 500 у.е./мес.
97,3-комнатная квартира в аренду,"город Ташкент, Яшнободский район, Городок Авиастроителей 3-й квартал",3,74 м²,6/9,Евроремонт,,900 у.е./мес.
98,2-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Юнусабад 7-й квартал",2,50 м²,4/4,Требует ремонта,Панельный,53 000 у.е.
99,2-комнатная квартира на продажу,"город Ташкент, Сергелийский район",2,44 м²,6/7,Черновая отделка,Кирпичный,57 000 у.е.
100,2-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Юнусабад 6-й квартал",2,60 м²,1/4,Черновая отделка,Панельный,69 000 у.е.
101,6+ комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Юнусабад 4-й квартал",6+,160 м²,2/9,Евроремонт,Кирпичный,185 000 у.е.
102,1-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Юнусабад 2-й квартал",1,30 м²,2/4,Черновая отделка,Кирпичный,33 000 у.е.
103,3-комнатная квартира на продажу,"город Ташкент, Шайхантахурский район, Международный деловой центр Tashkent City",3,130 м²,3/8,Евроремонт,Кирпичный,181 000 у.е.
104,4-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Юнусабад 2-й квартал",4,96 м²,4/4,Черновая отделка,Панельный,80 000 у.е.
105,2-комнатная квартира в аренду,"город Ташкент, Мирабадский район, Нукус",2,60 м²,2/9,Евроремонт,Парковочное место,550 у.е./мес.
106,1-комнатная квартира на продажу,"город Ташкент, Юнусабадский район",1,43 м²,3/4,Черновая отделка,Кирпичный,46 800 у.е.
107,6+ комнатная квартира на продажу,"город Ташкент, Мирабадский район, Тараса Шевченко",6+,486 м²,7/8,Евроремонт,Кирпичный,801 000 у.е.
108,2-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, 13-й квартал, улица Ниязбек",2,54 м²,1/4,Евроремонт,Панельный,67 000 у.е.
109,1-комнатная квартира на продажу,"город Ташкент, Чиланзарский район",1,35 м²,1/4,Черновая отделка,Телефонная линия,43 000 у.е.
110,2-комнатная квартира на продажу,"город Ташкент, Юнусабадский район",2,54 м²,1/4,Евроремонт,Панельный,65 500 у.е.
111,3-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Юнусабад 2-й квартал",3,78 м²,2/8,Средний,Другое,112 000 у.е.
112,1-комнатная квартира в аренду,"город Ташкент, Чиланзарский район",1,30 м²,3/4,Черновая отделка,Панельный,300 у.е./мес.
113,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар 5-й квартал",2,56 м²,4/4,Евроремонт,Кирпичный,57 000 у.е.
114,4-комнатная квартира на продажу,"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак Йули",4,126 м²,2/5,Парковочное место,Холодильник,237 000 у.е.
115,2-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Юнусабад 11-й квартал",2,55 м²,1/4,Требует ремонта,Панельный,59 000 у.е.
116,1-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар 3-й квартал",1,30 м²,4/4,Средний,Панельный,40 800 у.е.
117,4-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Юнусабад 11-й квартал",4,80 м²,2/4,Черновая отделка,Панельный,105 000 у.е.
118,2-комнатная квартира на продажу,"город Ташкент, Мирзо-Улугбекский район",2,65 м²,9/9,Евроремонт,Панельный,52 000 у.е.
119,1-комнатная квартира на продажу,"город Ташкент, Юнусабадский район",1,36 м²,5/11,Евроремонт,,46 000 у.е.
120,3-комнатная квартира на продажу,"город Ташкент, Чиланзарский район",3,122 м²,4/4,Евроремонт,Кирпичный,115 000 у.е.
121,4-комнатная квартира на продажу,"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак йули",4,110 м²,2/4,Черновая отделка,Кирпичный,142 000 у.е.
122,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район",2,56 м²,3/4,Средний,Кирпичный,55 500 у.е.
123,1-комнатная квартира на продажу,"город Ташкент, Мирзо-Улугбекский район, Сайрам",1,42 м²,6/9,Евроремонт,Кирпичный,87 000 у.е.
124,2-комнатная квартира в аренду,"город Ташкент, Юнусабадский район, Юнусабад 15-й квартал",2,61 м²,1/8,Евроремонт,Кирпичный,650 у.е./мес.
125,3-комнатная квартира на продажу,"город Ташкент, Учтепинский район",3,70 м²,2/4,Средний,Кирпичный,69 500 у.е.
126,3-комнатная квартира на продажу,"город Ташкент, Мирзо-Улугбекский район, Ялангач",3,63 м²,1/4,Средний,Панельный,72 500 у.е.
127,4-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, 12-й квартал",4,92 м²,1/4,Средний,Панельный,101 000 у.е.
128,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар 3-й квартал",2,50 м²,1/4,Средний,Панельный,56 000 у.е.
129,3-комнатная квартира на продажу,"город Ташкент, Мирзо-Улугбекский район, Ялангач",3,65 м²,2/5,Средний,Кирпичный,84 000 у.е.
130,3-комнатная квартира на продажу,"город Ташкент, Мирзо-Улугбекский район",3,77 м²,1/5,Черновая отделка,Другое,79 000 у.е.
131,1-комнатная квартира в аренду,"город Ташкент, Мирзо-Улугбекский район, 24-й квартал",1,20 м²,7/9,Авторский проект,Панельный,199 у.е./мес.
132,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар-20",2,53 м²,3/4,Черновая отделка,Панельный,54 999 у.е.
133,3-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Катта Козиробод",3,70 м²,4/4,Средний,Кирпичный,64 500 у.е.
134,3-комнатная квартира на продажу,"город Ташкент, Чиланзарский район",3,70 м²,4/4,Черновая отделка,Кирпичный,63 999 у.е.
135,1-комнатная квартира на продажу,"город Ташкент, Юнусабадский район",1,27 м²,4/4,Средний,Холодильник,30 008 у.е.
136,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар-10",2,55 м²,3/4,Евроремонт,Панельный,64 999 у.е.
137,2-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, 15-й квартал",2,50 м²,1/4,Евроремонт,Панельный,63 000 у.е.
138,3-комнатная квартира на продажу,"город Ташкент, Юнусабадский район",3,68 м²,3/4,Евроремонт,Панельный,63 500 у.е.
139,1-комнатная квартира в аренду,"город Ташкент, Яккасарайский район, Бабура",1,45 м²,5/9,Евроремонт,Панельный,450 у.е./мес.
140,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар-8",2,56 м²,3/4,Черновая отделка,Кирпичный,57 999 у.е.
141,1-комнатная квартира в аренду,"город Ташкент, Юнусабадский район, Кашгар",1,45 м²,2/4,Евроремонт,Кирпичный,600 у.е./мес.
142,2-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Юнусабад 19-й квартал",2,58 м²,2/5,Черновая отделка,,57 500 у.е.
143,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар-5",2,56 м²,4/4,Черновая отделка,Кирпичный,56 999 у.е.
144,3-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар 2-й квартал",3,65 м²,2/3,Евроремонт,Кирпичный,65 000 у.е.
145,3-комнатная квартира на продажу,"город Ташкент, Юнусабадский район",3,78 м²,2/5,Евроремонт,,78 500 у.е.
146,2-комнатная квартира в аренду,"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак Йули",2,53 м²,3/4,Евроремонт,Кирпичный,1 200 у.е./мес.
147,1-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар-3",1,30 м²,4/4,Черновая отделка,Панельный,40 999 у.е.
148,3-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар-5",3,61 м²,1/4,Черновая отделка,Кирпичный,69 000 у.е.
149,3-комнатная квартира в аренду,"город Ташкент, Юнусабадский район",3,80 м²,2/9,Евроремонт,Кирпичный,900 у.е./мес.
150,6+ комнатный частный дом на продажу,"город Ташкент, Мирабадский район, 1-й проезд Куддус",6+,1.6 сот.,1.6 м²,Евроремонт,Кирпичный,90 000 у.е.
151,2-комнатная квартира в аренду,"город Ташкент, Учтепинский район, Чиланзар-13",2,47 м²,4/4,Черновая отделка,Панельный,300 у.е./мес.
152,3-комнатная квартира на продажу,"город Ташкент, Чиланзарский район",3,65 м²,2/4,Черновая отделка,Панельный,64 500 у.е.
153,1-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар-3",1,30 м²,2/4,Евроремонт,Монолитный,49 550 у.е.
154,1-комнатная квартира в аренду,"город Ташкент, Чиланзарский район",1,30 м²,3/4,Черновая отделка,Панельный,350 у.е./мес.
155,2-комнатная квартира на продажу,"город Ташкент, Учтепинский район, Чиланзар-23",2,46 м²,5/5,Евроремонт,Панельный,50 500 у.е.
156,1-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар-3",1,30 м²,1/4,Черновая отделка,Панельный,45 499 у.е.
157,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар-Ц",2,52 м²,3/5,Черновая отделка,Панельный,56 999 у.е.
158,3-комнатная квартира в аренду,"город Ташкент, Мирабадский район",3,110 м²,7/9,Евроремонт,Монолитный,3 500 у.е./мес.
159,2-комнатная квартира в аренду,"город Ташкент, Яшнободский район, Махтумкули",2,47 м²,5/10,Евроремонт,Панельный,700 у.е./мес.
160,3-комнатная квартира на продажу,"город Ташкент, Яшнободский район",3,140 м²,2/3,Средний,Кирпичный,135 000 у.е.
161,2-комнатная квартира в аренду,"город Ташкент, Яшнободский район",2,65 м²,4/9,Евроремонт,Кирпичный,650 у.е./мес.
162,6+ комнатная квартира на продажу,"город Ташкент, Олмазорский район, Шифокорлар Шахарчаси",6+,108 м²,3/4,Евроремонт,Кирпичный,120 000 у.е.
163,3-комнатная квартира на продажу,"город Ташкент, Мирзо-Улугбекский район",3,77 м²,3/4,Черновая отделка,Другое,79 000 у.е.
164,6+ комнатный частный дом на продажу,"Ташкентская область, Кибрайский район",6+,12 сот.,1 200 м²,Требует ремонта,Другое,78 000 у.е.
165,3-комнатная квартира на продажу,"город Ташкент, Олмазорский район, Каракамыш квартал 1/4",3,72 м²,4/9,Черновая отделка,Панельный,56 000 у.е.
166,2-комнатная квартира на продажу,"город Ташкент, Шайхантахурский район, Караташ",2,61 м²,1/5,Средний,Панельный,77 500 у.е.
167,3-комнатная квартира на продажу,"город Ташкент, Шайхантахурский район",3,77 м²,8/9,Средний,Панельный,87 000 у.е.
168,2-комнатная квартира на продажу,"город Ташкент, Яшнободский район",2,35 м²,1/4,Черновая отделка,Кирпичный,41 500 у.е.
169,3-комнатная квартира на продажу,"город Ташкент, Учтепинский район, Чиланзар 15-й квартал",3,68 м²,5/5,Средний,Кирпичный,68 000 у.е.
170,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район",2,41 м²,2/4,Евроремонт,Панельный,62 000 у.е.
171,Бизнес на продажу,"город Ташкент, Яккасарайский район",95 м²,Черновая отделка,Панельный,,,150 000 у.е.
172,6+ комнатный частный дом в аренду,"город Ташкент, Юнусабадский район, Козитарнов",6+,4 сот.,200 м²,Телефонная линия,Кондиционер,2 000 у.е./мес.
173,6+ комнатный частный дом на продажу,"город Ташкент, Учтепинский район",6+,7.5 сот.,400 м²,,,190 000 у.е.
174,6+ комнатный частный дом на продажу,"город Ташкент, Учтепинский район",6+,4 сот.,245 м²,,,160 000 у.е.
175,2-комнатная квартира в аренду,"город Ташкент, Яккасарайский район, Мухандислар",2,65 м²,3/8,Евроремонт,Кирпичный,1 000 у.е./мес.
176,2-комнатная квартира в аренду,"город Ташкент, Чиланзарский район",2,50 м²,3/4,Телефонная линия,Парковочное место,500 у.е./мес.
177,6+ комнатная квартира в аренду,"город Ташкент, Яккасарайский район, Мирабад",6+,226 м²,5/7,Евроремонт,Кирпичный,1 800 у.е./мес.
178,3-комнатная квартира на продажу,"город Ташкент, Учтепинский район, Чиланзар-25",3,70 м²,1/4,Черновая отделка,Кирпичный,69 300 у.е.
179,4-комнатная квартира в аренду,"город Ташкент, Мирабадский район, Саида Барака",4,180.88 м²,6/7,Евроремонт,Кирпичный,1 600 у.е./мес.
180,3-комнатная квартира в аренду,"город Ташкент, Мирзо-Улугбекский район, жилой комплекс Goldhill",3,105.88 м²,6/8,Евроремонт,Кирпичный,800 у.е./мес.
181,3-комнатная квартира в аренду,"город Ташкент, Мирзо-Улугбекский район",3,90.99 м²,7/9,Евроремонт,Кирпичный,1 000 у.е./мес.
182,3-комнатная квартира в аренду,"город Ташкент, Мирабадский район, Якуба Коласа",3,88.88 м²,4/6,Евроремонт,Кирпичный,1 300 у.е./мес.
183,2-комнатная квартира в аренду,"город Ташкент, Олмазорский район, Кичкирик",2,50 м²,13/18,Лифт,Телефонная линия,650 у.е./мес.
184,3-комнатная квартира в аренду,"город Ташкент, Шайхантахурский район, жилой комплекс Boulevard Международный деловой центр Tashkent City",3,93.33 м²,4/7,Евроремонт,Кирпичный,1 800 у.е./мес.
185,Здание на продажу,"город Ташкент, Яккасарайский район, Шота Руставели",1 000 м²,,,,,750 000 у.е.
186,2-комнатная квартира в аренду,"город Ташкент, Шайхантахурский район, жилой комплекс Boulevard Международный деловой центр Tashkent City",2,73.33 м²,3/7,Евроремонт,Кирпичный,1 300 у.е./мес.
187,2-комнатная квартира в аренду,"город Ташкент, Юнусабадский район, Юнусабад 2-й квартал",2,40 м²,2/4,Телефонная линия,Парковочное место,500 у.е./мес.
188,4-комнатная квартира на продажу,"город Ташкент, Чиланзарский район",4,170 м²,7/9,Средний,Панельный,170 000 у.е.
189,2-комнатная квартира на продажу,"город Ташкент, Учтепинский район",2,56 м²,1/4,Кирпичный,,50 000 у.е.
190,1-комнатная квартира на продажу,"город Ташкент, Чиланзарский район",1,28 м²,5/5,Средний,Кирпичный,33 000 у.е.
191,2-комнатная квартира в аренду,"город Ташкент, Чиланзарский район, 17-й квартал",2,40 м²,2/4,Средний,Кирпичный,450 у.е./мес.
