,name,adress,rooms,size,level,repair,wall,price
28,Бизнес на продажу,"город Ташкент, Сергелийский район",60 м²,Средний,Кирпичный,,,130 000 у.е.
29,Бизнес на продажу,"город Ташкент, Чиланзарский район",111 м²,Средний,Кирпичный,,,164 000 у.е.
30,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар-8",2,52 м²,3/4,Черновая отделка,Панельный,53 300 у.е.
31,4-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Минор",4,110 м²,3/9,Средний,Монолитный,135 000 у.е.
32,Бизнес на продажу,"город Ташкент, Чиланзарский район",100 сот.,194 м²,Средний,Кирпичный,,255 000 у.е.
33,Бизнес на продажу,"город Ташкент, Учтепинский район, Чиланзар 25-й квартал",100 м²,Средний,Панельный,,,120 000 у.е.
34,Бизнес на продажу,"город Ташкент, Учтепинский район",1 000 сот.,430 м²,Черновая отделка,Кирпичный,Мебель,600 000 у.е.
35,3-комнатная квартира в аренду,"город Ташкент, Чиланзарский район",3,105 м²,2/4,Евроремонт,Кирпичный,700 у.е./мес.
36,Бизнес на продажу,"город Ташкент, Сергелийский район, Сергели-IV",81 м²,Евроремонт,Панельный,Мебель,,89 900 у.е.
37,4-комнатная квартира в аренду,"город Ташкент, Яшнободский район",4,110 м²,15/16,,,650 у.е./мес.
38,Бизнес в аренду,"город Ташкент, Мирабадский район, Тараса Шевченко",200 м²,Евроремонт,Телефонная линия,Интернет,Парковочное место,2 500 у.е./мес.
39,2-комнатная квартира в аренду,"город Ташкент, Мирзо-Улугбекский район, Оккургон",2,55 м²,4/4,Евроремонт,Кирпичный,900 у.е./мес.
40,Бизнес в аренду,"город Ташкент, Мирабадский район, Моштабиб",208 м²,Евроремонт,Телефонная линия,Интернет,Парковочное место,3 000 у.е./мес.
41,4-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Кашгар",4,87 м²,2/4,Черновая отделка,Кирпичный,139 000 у.е.
42,2-комнатная квартира в аренду,"город Ташкент, Яшнободский район",2,40 м²,2/5,Евроремонт,Кирпичный,600 у.е./мес.
43,3-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Кашгар",3,67 м²,4/4,Требует ремонта,Кирпичный,88 000 у.е.
44,4-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Киёт",4,111 м²,4/9,Евроремонт,Кирпичный,185 000 у.е.
45,3-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Киёт",3,73 м²,3/9,Черновая отделка,Панельный,77 000 у.е.
46,3-комнатная квартира в аренду,"город Ташкент, Мирабадский район, Ок йул",3,73 м²,3/3,Средний,Панельный,500 у.е./мес.
47,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район",2,58 м²,4/9,Евроремонт,Панельный,66 000 у.е.
48,4-комнатная квартира на продажу,"город Ташкент, Мирзо-Улугбекский район, жилой комплекс Goldhill",4,114 м²,5/10,Требует ремонта,Кирпичный,95 000 у.е.
49,4-комнатная квартира на продажу,"город Ташкент, Мирзо-Улугбекский район, жилой комплекс Goldhill",4,114 м²,5/10,Требует ремонта,Кирпичный,95 000 у.е.
50,3-комнатная квартира на продажу,"город Ташкент, Чиланзарский район",3,68 м²,3/4,Средний,Панельный,75 000 у.е.
51,3-комнатная квартира в аренду,"город Ташкент, Шайхантахурский район, жилой комплекс Boulevard Международный деловой центр Tashkent City",3,90 м²,6/6,Евроремонт,Парковочное место,2 000 у.е./мес.
52,3-комнатная квартира на продажу,"город Ташкент, Чиланзарский район",3,72 м²,9/9,Средний,Панельный,72 000 у.е.
53,3-комнатная квартира в аренду,"город Ташкент, Мирзо-Улугбекский район, Аккурган",3,113 м²,4/4,Евроремонт,Кирпичный,1 300 у.е./мес.
54,2-комнатная квартира на продажу,"город Ташкент, Мирзо-Улугбекский район",2,59 м²,2/5,Требует ремонта,Панельный,57 000 у.е.
55,3-комнатная квартира на продажу,"город Ташкент, Шайхантахурский район, Международный деловой центр Tashkent City",3,86 м²,1/8,Евроремонт,Кирпичный,358 000 у.е.
56,3-комнатная квартира на продажу,"город Ташкент, Мирзо-Улугбекский район, Буз-2",3,68 м²,4/5,Черновая отделка,Кирпичный,65 000 у.е.
57,2-комнатная квартира в аренду,"город Ташкент, Мирзо-Улугбекский район",2,62 м²,3/5,Черновая отделка,Монолитный,400 у.е./мес.
58,2-комнатная квартира в аренду,"город Ташкент, Яшнободский район",2,51 м²,7/10,Евроремонт,Кирпичный,800 у.е./мес.
59,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район",2,60 м²,9/9,Черновая отделка,Панельный,55 000 у.е.
60,Жилой земельный участок на продажу,"Ташкентская область, Ташкентский район",6 сот.,Водоснабжение,Газоснабжение,,,65 000 у.е.
61,3-комнатная квартира на продажу,"город Ташкент, Учтепинский район, Чиланзар 15-й квартал",3,78 м²,1/4,Черновая отделка,Панельный,87 000 у.е.
62,3-комнатная квартира в аренду,"город Ташкент, Мирзо-Улугбекский район",3,78 м²,2/5,Требует ремонта,Панельный,300 у.е./мес.
63,1-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар-8",1,30 м²,4/4,Черновая отделка,Панельный,40 000 у.е.
64,1-комнатная квартира в аренду,"город Ташкент, Яшнободский район",1,25 м²,8/9,Евроремонт,Монолитный,600 у.е./мес.
65,4-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Киёт",4,110 м²,3/9,Средний,Панельный,145 000 у.е.
66,3-комнатная квартира в аренду,"город Ташкент, Мирабадский район",3,85 м²,8/9,Евроремонт,Панельный,1 200 у.е./мес.
67,3-комнатная квартира на продажу,"город Ташкент, Мирзо-Улугбекский район, жилой комплекс Akay City",3,112 м²,4/18,Евроремонт,Другое,279 000 у.е.
68,2-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Киёт",2,59 м²,5/9,Требует ремонта,Панельный,68 000 у.е.
69,3-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Киёт",3,70 м²,1/4,Требует ремонта,Кирпичный,145 000 у.е.
70,6+ комнатная квартира на продажу,"город Ташкент, Юнусабадский район",6+,191 м²,6/11,Требует ремонта,Монолитный,220 000 у.е.
71,1-комнатная квартира в аренду,"город Ташкент, Мирабадский район",1,50 м²,4/5,Евроремонт,Кирпичный,800 у.е./мес.
72,3-комнатная квартира на продажу,"город Ташкент, Мирзо-Улугбекский район",3,127 м²,4/10,Требует ремонта,Кирпичный,147 000 у.е.
73,4-комнатная квартира на продажу,"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак Йули",4,126 м²,2/5,Требует ремонта,Кирпичный,230 000 у.е.
74,2-комнатная квартира на продажу,"город Ташкент, Мирзо-Улугбекский район, Олой",2,58 м²,6/9,Средний,Панельный,84 000 у.е.
75,2-комнатная квартира в аренду,"город Ташкент, Юнусабадский район",2,60 м²,7/11,Евроремонт,Кирпичный,1 600 у.е./мес.
76,3-комнатная квартира на продажу,"город Ташкент, Учтепинский район, Чиланзар 11-й квартал",3,63 м²,3/4,Требует ремонта,Панельный,65 000 у.е.
77,2-комнатная квартира на продажу,"город Ташкент, Яккасарайский район, Мукими",2,52 м²,7/8,Средний,Кирпичный,120 000 у.е.
78,3-комнатная квартира на продажу,"город Ташкент, Сергелийский район",3,60 м²,6/7,Средний,Кирпичный,57 500 у.е.
79,4-комнатная квартира на продажу,"город Ташкент, Мирабадский район, Айбека",4,173 м²,4/9,Черновая отделка,Панельный,220 000 у.е.
80,1-комнатная квартира на продажу,"город Ташкент, Чиланзарский район",1,35 м²,4/4,Средний,Панельный,39 000 у.е.
81,2-комнатная квартира на продажу,"город Ташкент, Учтепинский район, Чиланзар-11",2,50 м²,2/4,Черновая отделка,Панельный,53 500 у.е.
82,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар 10-й квартал",2,50 м²,2/4,Средний,Панельный,51 500 у.е.
83,2-комнатная квартира на продажу,"город Ташкент, Мирабадский район, Нукус",2,69 м²,4/12,Средний,Кирпичный,210 000 у.е.
84,3-комнатная квартира на продажу,"город Ташкент, Чиланзарский район",3,72 м²,3/9,Средний,Монолитный,64 500 у.е.
85,4-комнатная квартира на продажу,"город Ташкент, Мирабадский район, Нукус",4,135 м²,2/4,Средний,Кирпичный,150 000 у.е.
86,3-комнатная квартира на продажу,"город Ташкент, Яккасарайский район, Бадриддина Хилоли",3,99 м²,9/10,Черновая отделка,Кирпичный,79 200 у.е.
87,3-комнатная квартира на продажу,"город Ташкент, Чиланзарский район",3,65 м²,2/4,Черновая отделка,Панельный,68 000 у.е.
88,4-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Аль-Хорезми-2",4,92 м²,8/9,Средний,Панельный,82 000 у.е.
89,3-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Алмазар",3,72 м²,3/9,Средний,Панельный,116 000 у.е.
90,2-комнатная квартира на продажу,"город Ташкент, Учтепинский район, Чиланзар 12-й квартал",2,48 м²,3/4,Черновая отделка,Панельный,50 500 у.е.
91,3-комнатная квартира в аренду,"город Ташкент, Мирабадский район, Госпитальный",3,70 м²,4/4,Черновая отделка,Кирпичный,750 у.е./мес.
92,4-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Аль-Хорезми-1",4,110 м²,5/9,Средний,Панельный,88 000 у.е.
93,Офис в аренду,"город Ташкент, Яккасарайский район, Конституция",150 м²,,,,,2 250 у.е./мес.
94,3-комнатная квартира в аренду,"город Ташкент, Яккасарайский район, Юнуса Раджаби",3,120 м²,3/5,Евроремонт,Кирпичный,2 200 у.е./мес.
95,1-комнатная квартира в аренду,"город Ташкент, Чиланзарский район",1,45 м²,1/8,Евроремонт,Монолитный,600 у.е./мес.
96,3-комнатная квартира в аренду,"город Ташкент, Мирзо-Улугбекский район, проспект Мустакиллик",3,50 м²,3/5,Черновая отделка,Кирпичный,600 у.е./мес.
97,1-комнатная квартира на продажу,"город Ташкент, Чиланзарский район",1,51 м²,9/12,Евроремонт,Монолитный,57 000 у.е.
98,1-комнатная квартира в аренду,"город Ташкент, Чиланзарский район",1,30 м²,3/4,Черновая отделка,Кирпичный,350 у.е./мес.
99,Бизнес на продажу,"город Ташкент, Мирзо-Улугбекский район",1 сот.,170 м²,Евроремонт,Телефонная линия,Парковочное место,250 000 у.е.
100,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район",2,51 м²,1/4,Черновая отделка,Кирпичный,61 000 у.е.
101,2-комнатная квартира в аренду,"город Ташкент, Мирзо-Улугбекский район, Дархан",2,75 м²,8/9,Евроремонт,Кирпичный,1 600 у.е./мес.
102,2-комнатная квартира в аренду,"город Ташкент, Чиланзарский район",2,52 м²,1/4,Черновая отделка,Кирпичный,500 у.е./мес.
103,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район",2,48 м²,3/4,,,50 000 у.е.
104,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район",2,46 м²,3/3,Евроремонт,Панельный,59 900 у.е.
105,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар 6-й квартал",2,46 м²,4/4,Евроремонт,,59 000 у.е.
106,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар 16-й квартал",2,51 м²,4/4,Евроремонт,Панельный,60 000 у.е.
107,3-комнатная квартира на продажу,"город Ташкент, Мирзо-Улугбекский район, жилой комплекс Akay City",3,84 м²,13/25,Евроремонт,,190 000 у.е.
108,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район",2,51 м²,2/4,Евроремонт,Панельный,61 800 у.е.
109,4-комнатная квартира на продажу,"город Ташкент, Мирабадский район, жилой комплекс Greenwich, улица Хамал",4,125 м²,7/9,Евроремонт,Кирпичный,220 000 у.е.
110,1-комнатная квартира в аренду,"город Ташкент, Чиланзарский район, Чиланзар 9-й квартал",1,30 м²,3/4,Черновая отделка,Кирпичный,350 у.е./мес.
111,6+ комнатная квартира на продажу,"город Ташкент, Мирзо-Улугбекский район, Олой",6+,113 м²,5/9,Требует ремонта,Панельный,130 000 у.е.
112,2-комнатная квартира в аренду,"город Ташкент, Мирзо-Улугбекский район, Салом",2,72 м²,3/4,,,50 у.е./сут.
113,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район",2,58 м²,6/9,Евроремонт,Панельный,66 000 у.е.
114,3-комнатная квартира на продажу,"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак Йули",3,70.29 м²,7/9,Черновая отделка,Панельный,93 000 у.е.
115,Бизнес на продажу,"город Ташкент, Мирзо-Улугбекский район, Олой",76 м²,Черновая отделка,Телефонная линия,Интернет,Парковочное место,215 000 у.е.
116,4-комнатная квартира на продажу,"город Ташкент, Мирзо-Улугбекский район, Карасу 6-й квартал",4,122 м²,11/12,Средний,Монолитный,126 000 у.е.
117,1-комнатная квартира в аренду,"город Ташкент, Чиланзарский район",1,30 м²,3/4,,,350 у.е./мес.
118,1-комнатная квартира на продажу,"город Ташкент, Мирзо-Улугбекский район, Карасу 6-й квартал",1,36 м²,4/4,Средний,Кирпичный,41 500 у.е.
119,4-комнатная квартира на продажу,"город Ташкент, Мирзо-Улугбекский район, Асака",4,127 м²,3/10,Требует ремонта,Кирпичный,145 000 у.е.
120,3-комнатная квартира на продажу,"город Ташкент, Мирзо-Улугбекский район, Дархон",3,65 м²,1/9,Черновая отделка,Панельный,85 000 у.е.
121,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район",2,48 м²,2/4,Панельный,,50 000 у.е.
122,3-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Юнусабад 4-й квартал",3,83 м²,6/6,Средний,Кирпичный,125 500 у.е.
123,4-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Юнусабад 3-й квартал",4,82 м²,4/4,Средний,Панельный,94 000 у.е.
124,1-комнатная квартира в аренду,"город Ташкент, Чиланзарский район",1,30 м²,3/4,Черновая отделка,Кирпичный,400 у.е./мес.
125,3-комнатная квартира на продажу,"город Ташкент, Юнусабадский район, Юнусабад 10-й квартал",3,93 м²,5/5,Черновая отделка,Панельный,63 500 у.е.
126,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар 9-й квартал",2,52 м²,3/4,Черновая отделка,Кирпичный,55 900 у.е.
127,4-комнатная квартира на продажу,"город Ташкент, Мирзо-Улугбекский район, Махатмы Ганди",4,100 м²,4/4,Требует ремонта,Кирпичный,95 000 у.е.
128,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар 6-й квартал",2,42 м²,4/4,Евроремонт,Панельный,58 900 у.е.
129,1-комнатная квартира в аренду,"город Ташкент, Чиланзарский район, Чиланзар 7-й квартал",1,30 м²,2/4,Черновая отделка,Панельный,350 у.е./мес.
130,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район",2,48 м²,2/4,Черновая отделка,Панельный,51 000 у.е.
131,1-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар-6",1,30 м²,2/4,Панельный,,42 500 у.е.
132,2-комнатная квартира на продажу,"город Ташкент, Яшнободский район, махалля Дустобод, улица Паркент",2,50 м²,5/9,Евроремонт,Кирпичный,72 000 у.е.
133,3-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар-5",3,74 м²,1/9,Кирпичный,,98 000 у.е.
134,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар-10",2,47 м²,2/4,Панельный,,50 500 у.е.
135,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар-7",2,45 м²,1/4,Евроремонт,Панельный,61 700 у.е.
136,1-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар-3",1,30 м²,3/4,Панельный,,46 500 у.е.
137,1-комнатная квартира на продажу,"город Ташкент, Чиланзарский район",1,50 м²,9/12,Монолитный,,57 000 у.е.
138,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Мукими",2,45 м²,3/4,Евроремонт,Панельный,65 900 у.е.
139,1-комнатная квартира в аренду,"город Ташкент, Чиланзарский район",1,30 м²,3/5,,,450 у.е./мес.
140,Жилой земельный участок на продажу,"город Ташкент, Мирзо-Улугбекский район",5 сот.,,,,,320 000 у.е.
141,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район",2,47 м²,2/4,Панельный,,50 500 у.е.
142,4-комнатный частный дом на продажу,"город Ташкент, Мирзо-Улугбекский район, Ломоносова",4,1 сот.,170 м²,Евроремонт,Телефонная линия,250 000 у.е.
143,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район",2,47 м²,2/4,Панельный,,50 500 у.е.
144,1-комнатная квартира в аренду,"город Ташкент, Чиланзарский район",1,45 м²,3/5,Евроремонт,Кирпичный,400 у.е./мес.
145,Офис на продажу,"город Ташкент, Олмазорский район, Мухбир",6+,1 055 м²,2/2,Евроремонт,Кирпичный,550 000 у.е.
146,1-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар 5-й квартал",1,50 м²,9/12,Лифт,Телевизор,57 000 у.е.
147,1-комнатная квартира в аренду,"город Ташкент, Чиланзарский район, Чиланзар-6",1,30 м²,3/5,Кирпичный,,400 у.е./мес.
148,4-комнатная квартира в аренду,"город Ташкент, Мирзо-Улугбекский район, Олой",4,90 м²,4/4,Средний,Кирпичный,600 у.е./мес.
149,3-комнатная квартира в аренду,"город Ташкент, Чиланзарский район, Чиланзар-6",3,67 м²,1/4,Кирпичный,,650 у.е./мес.
150,3-комнатная квартира в аренду,"город Ташкент, Чиланзарский район, Чиланзар-6",3,68 м²,3/4,Кирпичный,,600 у.е./мес.
151,1-комнатный частный дом в аренду,"город Ташкент, Юнусабадский район, Отчопар-2",1,1.5 сот.,30 м²,Черновая отделка,Кирпичный,315.37 у.е./мес.
152,6+ комнатный частный дом на продажу,"Хорезмская область, Тупроккалинский район, Питнак",6+,35 сот.,600 м²,Средний,Кирпичный,42 000 у.е.
153,2-комнатная квартира в аренду,"город Ташкент, Яккасарайский район",2,81 м²,9/9,Евроремонт,Кирпичный,1 000 у.е./мес.
154,Жилой земельный участок на продажу,"город Ташкент, Мирзо-Улугбекский район",4 сот.,,,,,1 700 000 у.е.
155,3-комнатная квартира в аренду,"город Ташкент, Яшнободский район, Дустобод",3,130 м²,5/9,Евроремонт,Кирпичный,1 300 у.е./мес.
156,2-комнатная квартира на продажу,"город Ташкент, Мирзо-Улугбекский район",2,74 м²,9/9,Средний,Панельный,75 000 у.е.
157,3-комнатная квартира в аренду,"город Ташкент, Яккасарайский район",3,105 м²,5/9,Евроремонт,Кирпичный,1 300 у.е./мес.
158,4-комнатная квартира на продажу,"город Ташкент, Олмазорский район, Чимбой",4,113 м²,2/8,Евроремонт,Кирпичный,145 000 у.е.
159,6+ комнатный частный дом на продажу,"город Ташкент, Чиланзарский район",6+,5 сот.,200 м²,Евроремонт,Кирпичный,390 000 у.е.
160,3-комнатная квартира в аренду,"город Ташкент, Юнусабадский район, Минор",3,80 м²,3/4,Евроремонт,Кирпичный,850 у.е./мес.
161,3-комнатная квартира в аренду,"город Ташкент, Шайхантахурский район, Международный деловой центр Tashkent City",3,90 м²,6/7,Евроремонт,Кирпичный,2 300 у.е./мес.
162,3-комнатная квартира в аренду,"город Ташкент, Яшнободский район",3,74 м²,2/9,Евроремонт,Панельный,900 у.е./мес.
163,1-комнатная квартира в аренду,"город Ташкент, Бектемирский район, Олтинтопган",1,38 м²,1/4,Евроремонт,,400 у.е./мес.
164,2-комнатная квартира в аренду,"город Ташкент, Мирабадский район, Афросиаб",2,40 м²,7/7,Евроремонт,Кирпичный,800 у.е./мес.
165,6+ комнатная квартира в аренду,"город Ташкент, Мирабадский район, Госпитальный",6+,130 м²,2/9,Евроремонт,Панельный,800 у.е./мес.
166,2-комнатная квартира на продажу,"Самаркандская область, Нарпайский район, Акташ",2,46 м²,3/4,Средний,Кирпичный,40 000 у.е.
167,3-комнатная квартира на продажу,"город Ташкент, Мирзо-Улугбекский район",3,74 м²,4/5,Евроремонт,Панельный,75 000 у.е.
168,1-комнатная квартира в аренду,"город Ташкент, Шайхантахурский район, Лабзак",1,55 м²,2/5,Кирпичный,Телефонная линия,450 у.е./мес.
169,Бизнес в аренду,"город Ташкент, Чиланзарский район",56 м²,Средний,Кирпичный,,,650 у.е./мес.
170,3-комнатная квартира в аренду,"город Ташкент, Мирабадский район",3,55 м²,1/8,Евроремонт,Кирпичный,800 у.е./мес.
171,1-комнатная квартира в аренду,"город Ташкент, Яшнободский район, Махтумкули",1,40 м²,9/9,Лифт,Телефонная линия,600 у.е./мес.
172,Офис в аренду,"город Ташкент, Яккасарайский район, Кичик Бешагач",4,170 м²,2/4,Евроремонт,Кирпичный,3 400 у.е./мес.
173,Здание на продажу,"город Ташкент, Яшнободский район, Фергана Йули",190 м²,Средний,Кирпичный,,,200 000 у.е.
174,Жилой земельный участок на продажу,"город Ташкент, Мирзо-Улугбекский район",3.6 сот.,Водоснабжение,Канализация,Газоснабжение,Парковочное место,100 000 у.е.
175,6+ комнатный частный дом на продажу,"город Ташкент, Яшнободский район",6+,6.5 сот.,410 м²,Евроремонт,Кирпичный,280 000 у.е.
176,3-комнатная квартира на продажу,"город Ташкент, Олмазорский район",3,76 м²,4/8,Евроремонт,Кирпичный,86 000 у.е.
177,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар-19",2,53 м²,3/4,Черновая отделка,Панельный,53 999 у.е.
178,3-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар-20",3,74 м²,3/4,Черновая отделка,Панельный,63 999 у.е.
179,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар-17",2,55 м²,2/4,Черновая отделка,Панельный,54 999 у.е.
180,2-комнатная квартира на продажу,"город Ташкент, Учтепинский район, Чиланзар-12",2,52 м²,4/4,Евроремонт,Панельный,56 999 у.е.
181,3-комнатная квартира на продажу,"город Ташкент, Учтепинский район, Чиланзар-24",3,70 м²,3/5,Евроремонт,Кирпичный,70 999 у.е.
182,1-комнатная квартира в аренду,"город Ташкент, Яккасарайский район",1,40 м²,3/5,Средний,Холодильник,500 у.е./мес.
183,3-комнатная квартира на продажу,"город Ташкент, Учтепинский район, Чиланзар-15",3,73 м²,5/5,Черновая отделка,Кирпичный,55 999 у.е.
184,2-комнатная квартира на продажу,"город Ташкент, Яшнободский район",2,56 м²,8/9,Евроремонт,Монолитный,66 500 у.е.
185,3-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чупон-Ота",3,70 м²,3/4,Черновая отделка,Кирпичный,68 999 у.е.
186,2-комнатная квартира в аренду,"город Ташкент, Мирабадский район",2,60 м²,9/9,Евроремонт,Парковочное место,1 200 у.е./мес.
187,1-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар-18",1,43 м²,4/9,Черновая отделка,Монолитный,45 999 у.е.
188,1-комнатная квартира на продажу,"город Ташкент, Мирабадский район",1,42 м²,1/9,Черновая отделка,Холодильник,50 000 у.е.
189,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар-7",2,50 м²,4/4,Евроремонт,Панельный,58 999 у.е.
190,2-комнатная квартира на продажу,"город Ташкент, Чиланзарский район, Чиланзар-7",2,50 м²,2/4,Евроремонт,Панельный,55 999 у.е.
191,1-комнатная квартира в аренду,"город Ташкент, Яккасарайский район, Шота Руставели",1,28 м²,2/5,Евроремонт,Кирпичный,750 у.е./мес.
192,4-комнатная квартира в аренду,"город Ташкент, Шайхантахурский район, Кичик Халка йули",4,178 м²,4/4,Средний,Кирпичный,500 у.е./мес.
193,3-комнатная квартира в аренду,"город Ташкент, Яшнободский район, Городок Авиастроителей 3-й квартал",3,70 м²,5/5,Черновая отделка,Кирпичный,450 у.е./мес.
