adress,rooms,size,floor,level,repair,wall,price
 Шайхантахурский район,3,200.0,4,8,Евроремонт,Кирпичный,1500.0
 Яккасарайский район,3,105.0,6,9,Евроремонт,Кирпичный,1200.0
 Шайхантахурский район,3,94.0,5,7,Евроремонт,Кирпичный,2300.0
 Мирабадский район,3,103.0,7,9,Евроремонт,Кирпичный,1800.0
 Юнусабадский район,3,110.0,4,9,Евроремонт,Кирпичный,1500.0
 Яккасарайский район,3,105.0,9,10,Евроремонт,Кирпичный,1000.0
 Яккасарайский район,3,120.0,3,5,Евроремонт,Кирпичный,1000.0
 Мирзо-Улугбекский район,4,115.0,12,25,Евроремонт,Монолитный,2000.0
 Мирабадский район,3,88.0,4,6,Евроремонт,Кирпичный,1300.0
 Шайхантахурский район,3,90.0,4,7,Евроремонт,Кирпичный,1800.0
 Мирабадский район,3,80.0,3,4, , ,1300.0
 Мирабадский район,3,113.0,6,7,Евроремонт,Кирпичный,1300.0
 Шайхантахурский район,2,65.0,5,7,Евроремонт,Кирпичный,1500.0
 Мирзо-Улугбекский район,2,82.0,8,9,Евроремонт,Кирпичный,1500.0
 Яшнободский район,3,70.0,6,9,Евроремонт,Панельный,600.0
 Шайхантахурский район,2,64.0,4,7,Евроремонт,Кирпичный,1400.0
 Яккасарайский район,2,68.0,5,7,Евроремонт,Кирпичный,1400.0
 Шайхантахурский район,2,72.0,3,6,Евроремонт,Кирпичный,1300.0
 Чиланзарский район,2,60.0,6,7,Евроремонт,Кирпичный,900.0
 Шайхантахурский район,2,70.0,2,8,Евроремонт,Кирпичный,1500.0
 Яккасарайский район,2,68.0,6,8,Евроремонт,Кирпичный,1500.0
 Шайхантахурский район,2,46.0,4,7,Евроремонт,Кирпичный,1200.0
 Мирзо-Улугбекский район,4,120.0,2,5,Евроремонт,Кирпичный,1200.0
 Юнусабадский район,4,111.0,5,5,Евроремонт,Кирпичный,1600.0
 Мирзо-Улугбекский район,4,108.0,1,8,Евроремонт,Кирпичный,1800.0
 Яккасарайский район,4,150.0,2,9,Евроремонт,Кирпичный,2400.0
 Олмазорский район,3,90.0,3,4,Евроремонт,Кирпичный,1200.0
 Чиланзарский район,3,67.0,3,4, , ,500.0
 Шайхантахурский район,3,62.0,9,9,Средний,Кирпичный,543.14
 Мирабадский район,2,62.0,5,5,Черновая отделка,Панельный,400.0
 Мирабадский район,2,90.0,1,5,Евроремонт,Кирпичный,1200.0
 Яшнободский район,2,72.0,8,8,Черновая отделка,Кирпичный,700.0
 Юнусабадский район,2,60.0,2,13,Черновая отделка,Кирпичный,700.0
 Шайхантахурский район,2,40.0,1,8,Евроремонт,Кирпичный,1000.0
 Яшнободский район,3,75.0,8,9,Черновая отделка,Панельный,500.0
 Чиланзарский район,3,55.0,1,4,Евроремонт,Панельный,700.0
 Мирабадский район,3,80.0,6,10,Евроремонт,Кирпичный,1200.0
 Мирзо-Улугбекский район,2,150.0,18,18,Черновая отделка,Монолитный,2000.0
 Яккасарайский район,2,60.0,4,7,Евроремонт,Кирпичный,800.0
 Мирзо-Улугбекский район,2,55.0,7,9,Евроремонт,Кирпичный,800.0
 Мирзо-Улугбекский район,2,60.0,8,8,Евроремонт,Кирпичный,800.0
 Шайхантахурский район,2,50.0,5,8,Евроремонт,Кирпичный,1400.0
 Мирабадский район,3,75.0,6,9,Евроремонт,Кирпичный,900.0
 Юнусабадский район,2,60.0,4,4,Евроремонт,Кирпичный,1000.0
 Шайхантахурский район,2,65.0,9,9,Евроремонт,Панельный,750.0
 Яккасарайский район,3,115.0,3,5,Евроремонт,Кирпичный,1900.0
 Яккасарайский район,3,105.0,9,10,Евроремонт, ,1000.0
 Мирзо-Улугбекский район,1,45.0,1,4,Евроремонт,Кирпичный,800.0
 Мирабадский район,3,74.0,6,9,Евроремонт,Кирпичный,1000.0
 Яккасарайский район,3,83.0,9,9,Евроремонт,Кирпичный,1100.0
 Яккасарайский район,1,47.0,2,4,Черновая отделка,Кирпичный,500.0
 Яккасарайский район,2,65.0,5,10,Евроремонт,Кирпичный,1000.0
 Шайхантахурский район,2,65.0,1,9,Черновая отделка,Панельный,700.0
 Мирабадский район,2,50.0,6,9,Евроремонт,Панельный,900.0
 Яккасарайский район,3,110.0,3,9,Евроремонт,Кирпичный,1200.0
 Олмазорский район,3,99.0,8,9,Евроремонт,Кирпичный,800.0
 Юнусабадский район,2,40.0,3,9,Средний,Кирпичный,650.0
 Яккасарайский район,2,65.0,1,5,Черновая отделка,Кирпичный,750.0
 Мирзо-Улугбекский район,2,60.0,3,9,Евроремонт,Панельный,800.0
 Яшнободский район,3,75.0,6,9,Евроремонт,Кирпичный,1000.0
 Мирзо-Улугбекский район,1,43.0,2,11,Евроремонт,Кирпичный,650.0
 Мирзо-Улугбекский район,1,40.0,8,12,Евроремонт,Кирпичный,800.0
 Шайхантахурский район,4,90.0,4,4,Евроремонт,Кирпичный,700.0
 Мирабадский район,2,65.0,6,9,Евроремонт,Панельный,900.0
 Юнусабадский район,2,55.0,7,12,Евроремонт,Кирпичный,700.0
 Мирабадский район,2,65.0,7,8,Евроремонт, ,1200.0
 Шайхантахурский район,2,47.0,3,6,Евроремонт,Кирпичный,1200.0
 Яшнободский район,6,406.0,2,2,Средний,Кирпичный,1969.47
 Мирабадский район,2,60.0,3,4,Черновая отделка,Кирпичный,800.0
 Яккасарайский район,2,55.0,7,9,Евроремонт,Кирпичный,900.0
 Мирабадский район,3,103.0,7,9,Евроремонт,Кирпичный,1800.0
 Чиланзарский район,2,55.0,1,4,Евроремонт,Панельный,800.0
 Яшнободский район,2,40.0,3,5,Евроремонт,Кирпичный,400.0
 Мирабадский район,2,60.0,3,4,Евроремонт,Кирпичный,800.0
 Яккасарайский район,2,50.0,6,10,Евроремонт,Кирпичный,1400.0
 Мирабадский район,1,60.0,2,3,Средний,Кирпичный,600.0
 Чиланзарский район,2,46.0,3,4,Евроремонт,Панельный,600.0
 Яккасарайский район,3,80.0,3,5,Средний,Кирпичный,600.0
 Шайхантахурский район,2,64.0,4,7,Евроремонт, ,1600.0
 Юнусабадский район,2,60.0,1,9,Евроремонт,Кирпичный,650.0
 Шайхантахурский район,3,115.0,7,7,Евроремонт,Кирпичный,1000.0
 Яккасарайский район,2,52.0,2,4,Евроремонт,Кирпичный,1000.0
 Чиланзарский район,2,56.0,4,8,Евроремонт,Кирпичный,1000.0
 Шайхантахурский район,3,67.0,7,8,Евроремонт,Кирпичный,1500.0
 Яккасарайский район,6,220.0,5,6,Евроремонт,Кирпичный,3200.0
 Мирзо-Улугбекский район,2,45.0,4,9,Евроремонт,Монолитный,900.0
 Яккасарайский район,2,70.0,3,9,Евроремонт,Кирпичный,900.0
 Юнусабадский район,2,43.0,3,4,Евроремонт,Кирпичный,850.0
 Яккасарайский район,2,60.0,5,9,Евроремонт,Кирпичный,900.0
 Мирзо-Улугбекский район,3,80.0,2,4,Евроремонт,Кирпичный,1700.0
 Олмазорский район,2,65.0,5,8,Евроремонт,Кирпичный,800.0
 Яккасарайский район,3,105.0,3,7,Евроремонт,Кирпичный,1400.0
 Мирзо-Улугбекский район,3,140.0,4,8,Евроремонт,Кирпичный,1500.0
 Мирзо-Улугбекский район,3,65.0,2,5,Средний,Кирпичный,600.0
 Шайхантахурский район,3,70.0,3,7,Евроремонт,Кирпичный,1300.0
 Шайхантахурский район,3,85.0,3,7,Евроремонт,Кирпичный,1800.0
 Шайхантахурский район,3,90.0,5,8,Евроремонт,Кирпичный,1700.0
 Мирзо-Улугбекский район,3,65.0,4,9,Евроремонт,Кирпичный,1000.0
 Шайхантахурский район,3,72.0,2,4,Евроремонт,Кирпичный,700.0
 Яшнободский район,1,50.0,4,9,Евроремонт,Кирпичный,750.0
 Чиланзарский район,2,46.0,3,4,Евроремонт,Панельный,600.0
 Яшнободский район,1,40.0,2,9,Черновая отделка,Монолитный,600.0
 Яшнободский район,2,70.0,7,9,Евроремонт,Монолитный,750.0
